logID,sensorID,datetime,temperature,humidity,windspeed,windDirection,VPD
8443295,2,"2026-08-11 03:33:18",29.40000,77.00000,NULL,NULL,0.94282
8443296,4,"2026-08-11 03:35:35",28.00000,85.60000,NULL,NULL,0.54431
8443297,3,"2026-08-11 03:35:35",28.10000,83.70000,NULL,NULL,0.61973
8443298,1,"2026-08-11 03:33:18",27.60000,78.40000,0.00000,0,0.79764
8443299,4,"2026-08-11 03:35:37",28.00000,85.60000,NULL,NULL,0.54431
8443300,3,"2026-08-11 03:35:39",28.20000,83.80000,NULL,NULL,0.61952
8443301,1,"2026-08-11 03:33:22",27.70000,78.40000,0.51000,85,0.80231
8443302,3,"2026-08-11 03:35:42",28.10000,83.70000,NULL,NULL,0.61973
8443303,2,"2026-08-11 03:33:26",29.40000,77.00000,NULL,NULL,0.94282
8443304,2,"2026-08-11 03:33:29",29.40000,77.00000,NULL,NULL,0.94282
8443305,3,"2026-08-11 03:35:45",28.10000,83.70000,NULL,NULL,0.61973
8443306,4,"2026-08-11 03:35:45",28.10000,83.70000,NULL,NULL,0.61973
8443307,1,"2026-08-11 03:33:27",27.70000,78.40000,0.00000,0,0.80231
8443308,4,"2026-08-11 03:35:46",28.00000,85.60000,NULL,NULL,0.54431
8443309,2,"2026-08-11 03:33:31",29.40000,77.00000,NULL,NULL,0.94282
8443310,3,"2026-08-11 03:35:48",28.10000,83.70000,NULL,NULL,0.61973
8443311,4,"2026-08-11 03:35:49",28.00000,85.70000,NULL,NULL,0.54053
8443312,2,"2026-08-11 03:33:34",29.40000,77.00000,NULL,NULL,0.94282
8443313,1,"2026-08-11 03:33:31",27.70000,78.40000,0.00000,0,0.80231
8443314,3,"2026-08-11 03:35:50",28.20000,83.70000,NULL,NULL,0.62334
8443315,4,"2026-08-11 03:35:52",28.00000,85.60000,NULL,NULL,0.54431
8443316,2,"2026-08-11 03:33:36",29.40000,77.00000,NULL,NULL,0.94282
8443317,3,"2026-08-11 03:35:53",28.10000,83.70000,NULL,NULL,0.61973
8443318,4,"2026-08-11 03:35:54",28.00000,85.60000,NULL,NULL,0.54431
8443319,2,"2026-08-11 03:33:39",29.40000,77.00000,NULL,NULL,0.94282
8443320,1,"2026-08-11 03:33:39",29.40000,77.00000,NULL,NULL,0.94282
8443321,1,"2026-08-11 03:33:36",27.60000,78.40000,0.52000,75,0.79764
8443322,3,"2026-08-11 03:35:56",28.20000,83.70000,NULL,NULL,0.62334
8443323,4,"2026-08-11 03:35:57",28.00000,85.70000,NULL,NULL,0.54053
8443324,2,"2026-08-11 03:33:41",29.40000,77.00000,NULL,NULL,0.94282
8443325,3,"2026-08-11 03:35:59",28.10000,83.70000,NULL,NULL,0.61973
8443326,1,"2026-08-11 03:33:41",27.70000,78.30000,0.59000,64,0.80603
8443327,2,"2026-08-11 03:33:44",29.40000,77.00000,NULL,NULL,0.94282
8443328,4,"2026-08-11 03:36:00",28.00000,85.60000,NULL,NULL,0.54431
8443329,3,"2026-08-11 03:36:01",28.10000,83.70000,NULL,NULL,0.61973
8443330,2,"2026-08-11 03:33:46",29.40000,77.00000,NULL,NULL,0.94282
8443331,4,"2026-08-11 03:36:03",28.00000,85.70000,NULL,NULL,0.54053
8443332,1,"2026-08-11 03:33:45",27.70000,78.40000,0.54000,65,0.80231
8443333,3,"2026-08-11 03:36:04",28.20000,83.80000,NULL,NULL,0.61952
8443334,2,"2026-08-11 03:33:49",29.40000,77.00000,NULL,NULL,0.94282
8443335,4,"2026-08-11 03:36:05",28.00000,85.70000,NULL,NULL,0.54053
8443336,3,"2026-08-11 03:36:07",28.10000,83.70000,NULL,NULL,0.61973
8443337,2,"2026-08-11 03:33:51",29.40000,77.00000,NULL,NULL,0.94282
8443338,1,"2026-08-11 03:33:49",27.70000,78.40000,0.00000,0,0.80231
8443339,4,"2026-08-11 03:36:08",28.00000,85.60000,NULL,NULL,0.54431
8443340,3,"2026-08-11 03:36:10",28.20000,83.70000,NULL,NULL,0.62334
8443341,2,"2026-08-11 03:33:54",29.40000,77.00000,NULL,NULL,0.94282
8443342,4,"2026-08-11 03:36:11",28.00000,85.60000,NULL,NULL,0.54431
8443343,3,"2026-08-11 03:36:12",28.20000,83.70000,NULL,NULL,0.62334
8443344,2,"2026-08-11 03:33:57",29.40000,77.00000,NULL,NULL,0.94282
8443345,1,"2026-08-11 03:33:57",29.40000,77.00000,NULL,NULL,0.94282
8443346,1,"2026-08-11 03:33:54",27.70000,78.40000,0.00000,0,0.80231
8443347,4,"2026-08-11 03:36:14",28.00000,85.60000,NULL,NULL,0.54431
8443348,2,"2026-08-11 03:33:59",29.40000,76.90000,NULL,NULL,0.94692
8443349,3,"2026-08-11 03:36:15",28.20000,83.80000,NULL,NULL,0.61952
8443350,4,"2026-08-11 03:36:17",28.10000,85.60000,NULL,NULL,0.54749
8443351,1,"2026-08-11 03:33:58",27.70000,78.40000,0.00000,0,0.80231
8443352,2,"2026-08-11 03:34:02",29.40000,76.90000,NULL,NULL,0.94692
8443353,3,"2026-08-11 03:36:18",28.20000,83.70000,NULL,NULL,0.62334
8443354,4,"2026-08-11 03:36:19",28.10000,85.60000,NULL,NULL,0.54749
8443355,2,"2026-08-11 03:34:04",29.40000,76.90000,NULL,NULL,0.94692
8443356,4,"2026-08-11 03:36:22",28.00000,85.60000,NULL,NULL,0.54431
8443357,2,"2026-08-11 03:34:07",29.40000,76.90000,NULL,NULL,0.94692
8443358,3,"2026-08-11 03:36:23",28.20000,83.70000,NULL,NULL,0.62334
8443359,4,"2026-08-11 03:36:25",28.00000,85.60000,NULL,NULL,0.54431
8443360,1,"2026-08-11 03:34:06",27.70000,78.40000,0.54000,68,0.80231
8443361,2,"2026-08-11 03:34:06",27.70000,78.40000,NULL,NULL,0.80231
8443362,2,"2026-08-11 03:34:09",29.40000,77.00000,NULL,NULL,0.94282
8443363,3,"2026-08-11 03:36:26",28.20000,83.70000,NULL,NULL,0.62334
8443364,4,"2026-08-11 03:36:28",28.00000,85.60000,NULL,NULL,0.54431
8443365,2,"2026-08-11 03:34:12",29.40000,77.00000,NULL,NULL,0.94282
8443366,3,"2026-08-11 03:36:29",28.10000,83.70000,NULL,NULL,0.61973
8443367,1,"2026-08-11 03:34:11",27.70000,78.40000,0.52000,71,0.80231
8443368,2,"2026-08-11 03:34:15",29.40000,77.00000,NULL,NULL,0.94282
8443369,4,"2026-08-11 03:36:30",28.00000,85.60000,NULL,NULL,0.54431
8443370,3,"2026-08-11 03:36:31",28.20000,83.70000,NULL,NULL,0.62334
8443371,2,"2026-08-11 03:34:17",29.40000,76.90000,NULL,NULL,0.94692
8443372,4,"2026-08-11 03:36:33",28.00000,85.60000,NULL,NULL,0.54431
8443373,3,"2026-08-11 03:36:34",28.20000,83.70000,NULL,NULL,0.62334
8443374,1,"2026-08-11 03:34:16",27.60000,78.40000,0.00000,0,0.79764
8443375,2,"2026-08-11 03:34:20",29.30000,77.00000,NULL,NULL,0.93740
8443376,4,"2026-08-11 03:36:36",28.00000,85.50000,NULL,NULL,0.54809
8443377,1,"2026-08-11 03:34:20",27.70000,78.40000,0.52000,56,0.80231
8443378,4,"2026-08-11 03:36:39",28.10000,85.50000,NULL,NULL,0.55129
8443379,3,"2026-08-11 03:36:39",28.10000,85.50000,NULL,NULL,0.55129
8443380,3,"2026-08-11 03:36:40",28.10000,83.70000,NULL,NULL,0.61973
8443381,2,"2026-08-11 03:34:26",29.40000,77.00000,NULL,NULL,0.94282
8443382,4,"2026-08-11 03:36:43",28.00000,85.50000,NULL,NULL,0.54809
8443383,3,"2026-08-11 03:36:43",28.00000,85.50000,NULL,NULL,0.54809
8443384,3,"2026-08-11 03:36:43",28.20000,83.70000,NULL,NULL,0.62334
8443385,1,"2026-08-11 03:34:25",27.70000,78.40000,0.51000,76,0.80231
8443386,2,"2026-08-11 03:34:28",29.40000,76.90000,NULL,NULL,0.94692
8443387,4,"2026-08-11 03:36:46",28.00000,85.50000,NULL,NULL,0.54809
8443388,3,"2026-08-11 03:36:46",28.00000,85.50000,NULL,NULL,0.54809
8443389,3,"2026-08-11 03:36:46",28.20000,83.70000,NULL,NULL,0.62334
8443390,2,"2026-08-11 03:34:31",29.40000,77.00000,NULL,NULL,0.94282
8443391,1,"2026-08-11 03:34:29",27.70000,78.40000,0.00000,0,0.80231
8443392,4,"2026-08-11 03:36:49",28.00000,85.60000,NULL,NULL,0.54431
8443393,2,"2026-08-11 03:34:33",29.40000,77.00000,NULL,NULL,0.94282
8443394,3,"2026-08-11 03:36:49",28.00000,85.60000,NULL,NULL,0.54431
8443395,3,"2026-08-11 03:36:49",28.20000,83.70000,NULL,NULL,0.62334
8443396,2,"2026-08-11 03:34:36",29.40000,77.00000,NULL,NULL,0.94282
8443397,1,"2026-08-11 03:34:33",27.70000,78.40000,0.00000,0,0.80231
8443398,4,"2026-08-11 03:36:52",28.10000,85.50000,NULL,NULL,0.55129
8443399,3,"2026-08-11 03:36:52",28.10000,85.50000,NULL,NULL,0.55129
8443400,3,"2026-08-11 03:36:52",28.10000,83.70000,NULL,NULL,0.61973
8443401,2,"2026-08-11 03:34:38",29.40000,77.00000,NULL,NULL,0.94282
8443402,4,"2026-08-11 03:36:56",28.00000,85.60000,NULL,NULL,0.54431
8443403,3,"2026-08-11 03:36:56",28.00000,85.60000,NULL,NULL,0.54431
8443404,3,"2026-08-11 03:36:56",28.20000,83.70000,NULL,NULL,0.62334
8443405,1,"2026-08-11 03:34:38",27.70000,78.40000,0.00000,0,0.80231
8443406,4,"2026-08-11 03:36:59",28.00000,85.50000,NULL,NULL,0.54809
8443407,2,"2026-08-11 03:34:43",29.40000,77.00000,NULL,NULL,0.94282
8443408,3,"2026-08-11 03:36:59",28.00000,85.50000,NULL,NULL,0.54809
8443409,3,"2026-08-11 03:36:59",28.20000,83.70000,NULL,NULL,0.62334
8443410,1,"2026-08-11 03:34:42",27.70000,78.30000,0.50000,62,0.80603
8443411,2,"2026-08-11 03:34:42",27.70000,78.30000,NULL,NULL,0.80603
8443412,2,"2026-08-11 03:34:46",29.40000,77.00000,NULL,NULL,0.94282
8443413,4,"2026-08-11 03:37:02",28.00000,85.50000,NULL,NULL,0.54809
8443414,3,"2026-08-11 03:37:02",28.00000,85.50000,NULL,NULL,0.54809
8443415,3,"2026-08-11 03:37:02",28.20000,83.70000,NULL,NULL,0.62334
8443416,2,"2026-08-11 03:34:48",29.40000,77.00000,NULL,NULL,0.94282
8443417,4,"2026-08-11 03:37:05",28.00000,85.50000,NULL,NULL,0.54809
8443418,3,"2026-08-11 03:37:05",28.00000,85.50000,NULL,NULL,0.54809
8443419,3,"2026-08-11 03:37:05",28.10000,83.70000,NULL,NULL,0.61973
8443420,1,"2026-08-11 03:34:47",27.70000,78.40000,0.51000,78,0.80231
8443421,2,"2026-08-11 03:34:51",29.40000,77.00000,NULL,NULL,0.94282
8443422,4,"2026-08-11 03:37:08",28.00000,85.60000,NULL,NULL,0.54431
8443423,3,"2026-08-11 03:37:08",28.00000,85.60000,NULL,NULL,0.54431
8443424,3,"2026-08-11 03:37:08",28.10000,83.70000,NULL,NULL,0.61973
8443425,2,"2026-08-11 03:34:53",29.40000,77.00000,NULL,NULL,0.94282
8443426,1,"2026-08-11 03:34:52",27.60000,78.40000,0.00000,0,0.79764
8443427,4,"2026-08-11 03:37:11",28.00000,85.50000,NULL,NULL,0.54809
8443428,2,"2026-08-11 03:34:56",29.40000,77.00000,NULL,NULL,0.94282
8443429,3,"2026-08-11 03:37:11",28.00000,85.50000,NULL,NULL,0.54809
8443430,3,"2026-08-11 03:37:12",28.20000,83.80000,NULL,NULL,0.61952
8443431,2,"2026-08-11 03:34:58",29.40000,77.00000,NULL,NULL,0.94282
8443432,4,"2026-08-11 03:37:15",28.00000,85.50000,NULL,NULL,0.54809
8443433,1,"2026-08-11 03:34:56",27.70000,78.40000,0.00000,0,0.80231
8443434,3,"2026-08-11 03:37:15",28.00000,85.50000,NULL,NULL,0.54809
8443435,3,"2026-08-11 03:37:15",28.10000,83.70000,NULL,NULL,0.61973
8443436,2,"2026-08-11 03:35:01",29.40000,77.00000,NULL,NULL,0.94282
8443437,4,"2026-08-11 03:37:18",28.00000,85.50000,NULL,NULL,0.54809
8443438,3,"2026-08-11 03:37:18",28.00000,85.50000,NULL,NULL,0.54809
8443439,3,"2026-08-11 03:37:18",28.20000,83.70000,NULL,NULL,0.62334
8443440,1,"2026-08-11 03:35:01",27.70000,78.30000,0.00000,0,0.80603
8443441,2,"2026-08-11 03:35:01",27.70000,78.30000,NULL,NULL,0.80603
8443442,2,"2026-08-11 03:35:03",29.40000,77.00000,NULL,NULL,0.94282
8443443,4,"2026-08-11 03:37:21",28.00000,85.40000,NULL,NULL,0.55187
8443444,3,"2026-08-11 03:37:21",28.00000,85.40000,NULL,NULL,0.55187
8443445,3,"2026-08-11 03:37:21",28.10000,83.70000,NULL,NULL,0.61973
8443446,2,"2026-08-11 03:35:06",29.30000,76.90000,NULL,NULL,0.94147
8443447,4,"2026-08-11 03:37:24",28.00000,85.50000,NULL,NULL,0.54809
8443448,3,"2026-08-11 03:37:24",28.00000,85.50000,NULL,NULL,0.54809
8443449,3,"2026-08-11 03:37:24",28.10000,83.70000,NULL,NULL,0.61973
8443450,2,"2026-08-11 03:35:11",29.40000,76.90000,NULL,NULL,0.94692
8443451,1,"2026-08-11 03:35:09",27.70000,78.40000,0.52000,82,0.80231
8443452,4,"2026-08-11 03:37:28",28.00000,85.50000,NULL,NULL,0.54809
8443453,3,"2026-08-11 03:37:28",28.00000,85.50000,NULL,NULL,0.54809
8443454,3,"2026-08-11 03:37:28",28.10000,83.70000,NULL,NULL,0.61973
8443455,2,"2026-08-11 03:35:14",29.40000,76.90000,NULL,NULL,0.94692
8443456,4,"2026-08-11 03:37:31",28.00000,85.50000,NULL,NULL,0.54809
8443457,3,"2026-08-11 03:37:31",28.00000,85.50000,NULL,NULL,0.54809
8443458,3,"2026-08-11 03:37:31",28.10000,83.70000,NULL,NULL,0.61973
8443459,2,"2026-08-11 03:35:16",29.40000,76.90000,NULL,NULL,0.94692
8443460,1,"2026-08-11 03:35:16",29.40000,76.90000,NULL,NULL,0.94692
8443461,1,"2026-08-11 03:35:13",27.60000,78.40000,0.50000,58,0.79764
8443462,4,"2026-08-11 03:37:34",28.00000,85.50000,NULL,NULL,0.54809
8443463,3,"2026-08-11 03:37:34",28.00000,85.50000,NULL,NULL,0.54809
8443464,2,"2026-08-11 03:35:19",29.40000,76.90000,NULL,NULL,0.94692
8443465,3,"2026-08-11 03:37:34",28.20000,83.70000,NULL,NULL,0.62334
8443466,1,"2026-08-11 03:35:18",27.70000,78.40000,0.00000,0,0.80231
8443467,2,"2026-08-11 03:35:21",29.40000,76.90000,NULL,NULL,0.94692
8443468,4,"2026-08-11 03:37:37",28.00000,85.50000,NULL,NULL,0.54809
8443469,3,"2026-08-11 03:37:37",28.00000,85.50000,NULL,NULL,0.54809
8443470,3,"2026-08-11 03:37:38",28.10000,83.70000,NULL,NULL,0.61973
8443471,1,"2026-08-11 03:35:22",27.70000,78.40000,0.50000,65,0.80231
8443472,1,"2026-08-11 03:35:27",27.70000,78.40000,0.00000,0,0.80231
8443473,3,"2026-08-11 03:37:47",28.10000,83.70000,NULL,NULL,0.61973
8443474,2,"2026-08-11 03:35:32",29.40000,76.90000,NULL,NULL,0.94692
8443475,4,"2026-08-11 03:37:49",28.10000,85.50000,NULL,NULL,0.55129
8443476,3,"2026-08-11 03:37:49",28.10000,83.80000,NULL,NULL,0.61592
8443477,1,"2026-08-11 03:35:31",27.70000,78.40000,0.54000,65,0.80231
8443478,2,"2026-08-11 03:35:35",29.40000,76.90000,NULL,NULL,0.94692
8443479,4,"2026-08-11 03:37:52",28.00000,85.50000,NULL,NULL,0.54809
8443480,3,"2026-08-11 03:37:52",28.10000,83.70000,NULL,NULL,0.61973
8443481,2,"2026-08-11 03:35:37",29.40000,76.90000,NULL,NULL,0.94692
8443482,4,"2026-08-11 03:37:54",28.00000,85.50000,NULL,NULL,0.54809
8443483,1,"2026-08-11 03:35:36",27.70000,78.40000,0.52000,75,0.80231
8443484,3,"2026-08-11 03:37:55",28.10000,83.70000,NULL,NULL,0.61973
8443485,2,"2026-08-11 03:35:40",29.40000,76.90000,NULL,NULL,0.94692
8443486,3,"2026-08-11 03:37:58",28.20000,83.80000,NULL,NULL,0.61952
8443487,2,"2026-08-11 03:35:43",29.30000,76.90000,NULL,NULL,0.94147
8443488,1,"2026-08-11 03:35:40",27.70000,78.40000,0.52000,70,0.80231
8443489,4,"2026-08-11 03:37:59",28.00000,85.60000,NULL,NULL,0.54431
8443490,3,"2026-08-11 03:38:00",28.20000,83.80000,NULL,NULL,0.61952
8443491,2,"2026-08-11 03:35:45",29.30000,76.90000,NULL,NULL,0.94147
8443492,4,"2026-08-11 03:38:02",28.00000,85.50000,NULL,NULL,0.54809
8443493,3,"2026-08-11 03:38:03",28.20000,83.80000,NULL,NULL,0.61952
8443494,2,"2026-08-11 03:35:48",29.40000,76.90000,NULL,NULL,0.94692
8443495,1,"2026-08-11 03:35:48",29.40000,76.90000,NULL,NULL,0.94692
8443496,1,"2026-08-11 03:35:45",27.70000,78.40000,0.00000,0,0.80231
8443497,4,"2026-08-11 03:38:05",28.00000,85.50000,NULL,NULL,0.54809
8443498,3,"2026-08-11 03:38:06",28.10000,83.80000,NULL,NULL,0.61592
8443499,2,"2026-08-11 03:35:50",29.40000,76.90000,NULL,NULL,0.94692
8443500,4,"2026-08-11 03:38:08",28.00000,85.50000,NULL,NULL,0.54809
8443501,1,"2026-08-11 03:35:49",27.70000,78.40000,0.54000,67,0.80231
8443502,2,"2026-08-11 03:35:53",29.40000,76.90000,NULL,NULL,0.94692
8443503,3,"2026-08-11 03:38:09",28.20000,83.80000,NULL,NULL,0.61952
8443504,4,"2026-08-11 03:38:10",28.00000,85.60000,NULL,NULL,0.54431
8443505,2,"2026-08-11 03:35:55",29.40000,76.90000,NULL,NULL,0.94692
8443506,3,"2026-08-11 03:38:11",28.10000,83.80000,NULL,NULL,0.61592
8443507,1,"2026-08-11 03:35:54",27.70000,78.40000,0.00000,0,0.80231
8443508,4,"2026-08-11 03:38:13",28.10000,85.50000,NULL,NULL,0.55129
8443509,2,"2026-08-11 03:35:58",29.30000,76.90000,NULL,NULL,0.94147
8443510,3,"2026-08-11 03:38:14",28.10000,83.80000,NULL,NULL,0.61592
8443511,4,"2026-08-11 03:38:16",28.00000,85.40000,NULL,NULL,0.55187
8443512,2,"2026-08-11 03:36:00",29.40000,77.00000,NULL,NULL,0.94282
8443513,3,"2026-08-11 03:38:17",28.20000,83.80000,NULL,NULL,0.61952
8443514,1,"2026-08-11 03:35:58",27.70000,78.40000,0.00000,0,0.80231
8443515,2,"2026-08-11 03:36:03",29.40000,77.00000,NULL,NULL,0.94282
8443516,4,"2026-08-11 03:38:19",28.00000,85.40000,NULL,NULL,0.55187
8443517,3,"2026-08-11 03:38:20",28.10000,83.70000,NULL,NULL,0.61973
8443518,2,"2026-08-11 03:36:05",29.40000,77.00000,NULL,NULL,0.94282
8443519,4,"2026-08-11 03:38:22",28.00000,85.50000,NULL,NULL,0.54809
8443520,1,"2026-08-11 03:36:03",27.70000,78.40000,0.00000,0,0.80231
8443521,3,"2026-08-11 03:38:23",28.20000,83.70000,NULL,NULL,0.62334
8443522,2,"2026-08-11 03:36:08",29.30000,77.00000,NULL,NULL,0.93740
8443523,4,"2026-08-11 03:38:24",28.00000,85.50000,NULL,NULL,0.54809
8443524,3,"2026-08-11 03:38:25",28.10000,83.70000,NULL,NULL,0.61973
8443525,2,"2026-08-11 03:36:10",29.30000,77.00000,NULL,NULL,0.93740
8443526,4,"2026-08-11 03:38:27",28.00000,85.50000,NULL,NULL,0.54809
8443527,3,"2026-08-11 03:38:28",28.10000,83.70000,NULL,NULL,0.61973
8443528,2,"2026-08-11 03:36:13",29.40000,77.00000,NULL,NULL,0.94282
8443529,1,"2026-08-11 03:36:11",27.70000,78.40000,0.00000,0,0.80231
8443530,4,"2026-08-11 03:38:30",28.00000,85.50000,NULL,NULL,0.54809
8443531,3,"2026-08-11 03:38:31",28.10000,83.80000,NULL,NULL,0.61592
8443532,2,"2026-08-11 03:36:16",29.40000,77.00000,NULL,NULL,0.94282
8443533,4,"2026-08-11 03:38:33",28.00000,85.50000,NULL,NULL,0.54809
8443534,3,"2026-08-11 03:38:34",28.10000,83.70000,NULL,NULL,0.61973
8443535,1,"2026-08-11 03:36:15",27.70000,78.40000,0.56000,59,0.80231
8443536,2,"2026-08-11 03:36:15",27.70000,78.40000,NULL,NULL,0.80231
8443537,2,"2026-08-11 03:36:18",29.40000,77.00000,NULL,NULL,0.94282
8443538,4,"2026-08-11 03:38:35",28.00000,85.50000,NULL,NULL,0.54809
8443539,3,"2026-08-11 03:38:36",28.20000,83.70000,NULL,NULL,0.62334
8443540,2,"2026-08-11 03:36:21",29.30000,77.00000,NULL,NULL,0.93740
8443541,4,"2026-08-11 03:38:38",28.00000,85.60000,NULL,NULL,0.54431
8443542,1,"2026-08-11 03:36:20",27.70000,78.40000,0.52000,73,0.80231
8443543,3,"2026-08-11 03:38:39",28.20000,83.70000,NULL,NULL,0.62334
8443544,2,"2026-08-11 03:36:24",29.40000,77.00000,NULL,NULL,0.94282
8443545,4,"2026-08-11 03:38:41",28.00000,85.60000,NULL,NULL,0.54431
8443546,3,"2026-08-11 03:38:43",28.20000,83.80000,NULL,NULL,0.61952
8443547,1,"2026-08-11 03:36:25",27.70000,78.30000,0.56000,61,0.80603
8443548,4,"2026-08-11 03:38:45",28.00000,85.60000,NULL,NULL,0.54431
8443549,2,"2026-08-11 03:36:30",29.40000,76.90000,NULL,NULL,0.94692
8443550,3,"2026-08-11 03:38:46",28.10000,83.70000,NULL,NULL,0.61973
8443551,4,"2026-08-11 03:38:47",28.00000,85.50000,NULL,NULL,0.54809
8443552,1,"2026-08-11 03:36:29",27.70000,78.30000,0.54000,69,0.80603
8443553,2,"2026-08-11 03:36:32",29.30000,77.00000,NULL,NULL,0.93740
8443554,3,"2026-08-11 03:38:48",28.20000,83.80000,NULL,NULL,0.61952
8443555,4,"2026-08-11 03:38:50",28.00000,85.60000,NULL,NULL,0.54431
8443556,2,"2026-08-11 03:36:35",29.40000,77.00000,NULL,NULL,0.94282
8443557,3,"2026-08-11 03:38:51",28.20000,83.80000,NULL,NULL,0.61952
8443558,1,"2026-08-11 03:36:33",27.70000,78.30000,0.00000,0,0.80603
8443559,4,"2026-08-11 03:38:53",28.00000,85.60000,NULL,NULL,0.54431
8443560,2,"2026-08-11 03:36:37",29.30000,77.00000,NULL,NULL,0.93740
8443561,3,"2026-08-11 03:38:54",28.20000,83.70000,NULL,NULL,0.62334
8443562,2,"2026-08-11 03:36:40",29.40000,77.00000,NULL,NULL,0.94282
8443563,4,"2026-08-11 03:38:56",28.00000,85.60000,NULL,NULL,0.54431
8443564,1,"2026-08-11 03:36:38",27.70000,78.40000,0.54000,69,0.80231
8443565,3,"2026-08-11 03:38:57",28.20000,83.80000,NULL,NULL,0.61952
8443566,2,"2026-08-11 03:36:42",29.30000,77.00000,NULL,NULL,0.93740
8443567,4,"2026-08-11 03:38:59",28.10000,85.50000,NULL,NULL,0.55129
8443568,3,"2026-08-11 03:39:00",28.20000,83.80000,NULL,NULL,0.61952
8443569,2,"2026-08-11 03:36:45",29.30000,77.00000,NULL,NULL,0.93740
8443570,1,"2026-08-11 03:36:42",27.70000,78.30000,0.00000,0,0.80603
8443571,4,"2026-08-11 03:39:01",28.10000,85.50000,NULL,NULL,0.55129
8443572,3,"2026-08-11 03:39:02",28.20000,83.80000,NULL,NULL,0.61952
8443573,2,"2026-08-11 03:36:47",29.40000,77.00000,NULL,NULL,0.94282
8443574,4,"2026-08-11 03:39:04",28.10000,85.60000,NULL,NULL,0.54749
8443575,3,"2026-08-11 03:39:05",28.20000,83.80000,NULL,NULL,0.61952
8443576,1,"2026-08-11 03:36:47",27.70000,78.30000,0.00000,0,0.80603
8443577,2,"2026-08-11 03:36:47",27.70000,78.30000,NULL,NULL,0.80603
8443578,2,"2026-08-11 03:36:50",29.40000,77.00000,NULL,NULL,0.94282
8443579,3,"2026-08-11 03:39:08",28.20000,83.80000,NULL,NULL,0.61952
8443580,2,"2026-08-11 03:36:53",29.40000,76.90000,NULL,NULL,0.94692
8443581,4,"2026-08-11 03:39:09",28.10000,85.60000,NULL,NULL,0.54749
8443582,1,"2026-08-11 03:36:52",27.70000,78.30000,0.00000,0,0.80603
8443583,3,"2026-08-11 03:39:11",28.10000,83.70000,NULL,NULL,0.61973
8443584,2,"2026-08-11 03:36:55",29.30000,76.90000,NULL,NULL,0.94147
8443585,4,"2026-08-11 03:39:12",28.10000,85.60000,NULL,NULL,0.54749
8443586,3,"2026-08-11 03:39:13",28.10000,83.70000,NULL,NULL,0.61973
8443587,2,"2026-08-11 03:36:58",29.40000,77.00000,NULL,NULL,0.94282
8443588,4,"2026-08-11 03:39:15",28.10000,85.50000,NULL,NULL,0.55129
8443589,1,"2026-08-11 03:36:56",27.70000,78.40000,0.50000,62,0.80231
8443590,2,"2026-08-11 03:37:00",29.40000,77.00000,NULL,NULL,0.94282
8443591,3,"2026-08-11 03:39:16",28.10000,83.70000,NULL,NULL,0.61973
8443592,4,"2026-08-11 03:39:17",28.00000,85.50000,NULL,NULL,0.54809
8443593,2,"2026-08-11 03:37:03",29.40000,77.00000,NULL,NULL,0.94282
8443594,3,"2026-08-11 03:39:19",28.20000,83.70000,NULL,NULL,0.62334
8443595,1,"2026-08-11 03:37:01",27.70000,78.30000,0.00000,0,0.80603
8443596,4,"2026-08-11 03:39:20",28.00000,85.50000,NULL,NULL,0.54809
8443597,2,"2026-08-11 03:37:05",29.40000,76.90000,NULL,NULL,0.94692
8443598,3,"2026-08-11 03:39:22",28.20000,83.70000,NULL,NULL,0.62334
8443599,4,"2026-08-11 03:39:23",28.00000,85.50000,NULL,NULL,0.54809
8443600,2,"2026-08-11 03:37:08",29.30000,76.90000,NULL,NULL,0.94147
8443601,1,"2026-08-11 03:37:08",29.30000,76.90000,NULL,NULL,0.94147
8443602,1,"2026-08-11 03:37:05",27.70000,78.30000,0.54000,67,0.80603
8443603,3,"2026-08-11 03:39:24",28.10000,83.70000,NULL,NULL,0.61973
8443604,4,"2026-08-11 03:39:26",28.00000,85.60000,NULL,NULL,0.54431
8443605,2,"2026-08-11 03:37:10",29.40000,77.00000,NULL,NULL,0.94282
8443606,3,"2026-08-11 03:39:27",28.20000,83.70000,NULL,NULL,0.62334
8443607,4,"2026-08-11 03:39:28",28.00000,85.50000,NULL,NULL,0.54809
8443608,2,"2026-08-11 03:37:13",29.40000,77.00000,NULL,NULL,0.94282
8443609,3,"2026-08-11 03:39:30",28.20000,83.70000,NULL,NULL,0.62334
8443610,4,"2026-08-11 03:39:31",28.10000,85.50000,NULL,NULL,0.55129
8443611,2,"2026-08-11 03:37:15",29.40000,77.00000,NULL,NULL,0.94282
8443612,3,"2026-08-11 03:39:33",28.20000,83.70000,NULL,NULL,0.62334
8443613,2,"2026-08-11 03:37:18",29.40000,77.00000,NULL,NULL,0.94282
8443614,4,"2026-08-11 03:39:34",28.10000,85.50000,NULL,NULL,0.55129
8443615,3,"2026-08-11 03:39:35",28.20000,83.70000,NULL,NULL,0.62334
8443616,2,"2026-08-11 03:37:20",29.30000,77.00000,NULL,NULL,0.93740
8443617,4,"2026-08-11 03:39:37",28.00000,85.50000,NULL,NULL,0.54809
8443618,1,"2026-08-11 03:37:18",27.70000,78.30000,0.54000,60,0.80603
8443619,3,"2026-08-11 03:39:38",28.20000,83.70000,NULL,NULL,0.62334
